,ark,language of material,contributing institution,title,creator,call_number,physical description,date (inclusive),date (bulk),abstract,physical location,dates,creator/collector,extent,date,photographer,collector,material specific details,source,author,language,phyiscal location,repository,record series,origination,shelf location,original,series,id,date_gmt,modified,modified_gmt,slug,status,type,link,template,tags,guid.rendered,title.rendered,acf.ucdlib_uacollections_description,acf.ucdlib_uacollections_history,acf.ucdlib_uacollections_call_num,acf.ucdlib_uacollections_extent_num,acf.ucdlib_uacollections_extent_type,acf.ucdlib_uacollections_date,acf.ucdlib_uacollections_subject,acf.ucdlib_uacollections_moreinfo_url,acf.ucdlib_uacollections_moreinfo_name,_links.self,_links.collection,_links.about,_links.wp:attachment,_links.wp:term,_links.curies
256,ark:/13030/c8b27vvh/,Collection materials in English.,,"Associated Students, University of California, Davis (ASUCD) Records","University of California, Davis. Associated Students",AR-111,1 online resource,1945-2013,,"The Associated Students, University of Calfornia, Davis (ASUCD) is the official student government of UC Davis. The collection contains legislation, election information, meeting minutes, financial materials, clippings of Aggie articles about ASUCD, and a scrapbook. Also included are links to captures of various ASUCD websites.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,13.4 linear feet; 9 online resources,,,,,,,,,,,,,,,6538.0,2017-02-23T21:30:59,2017-05-02T14:23:24,2017-05-02T21:23:24,associated-students-university-of-california-davis-asucd-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/associated-students-university-of-california-davis-asucd-records/,,[],https://www.library.ucdavis.edu/ua-collection/associated-students-university-of-california-davis-asucd-records/,"Associated Students, University of California, Davis (ASUCD) Records",,"The Associated Students, University of Calfornia, Davis (ASUCD) is the official student government of UC Davis. Description: Legislation, election information, meeting minutes, financial materials, clippings of Aggie articles about ASUCD, and a scrapbook. ",AR-111,13.4,linear feet,1945-2007.,Vice Chancellor for Student Affairs,http://www.oac.cdlib.org/findaid/ark:/13030/c8b27vvh/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6538'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6538'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6538'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
279,ark:/13030/c8c53sbs/,English,"University of California, Davis Library, University Archives","University of California, Davis Centennial Collection","University of California, Davis",AR-144,4 linear feet,2007-2010,,"Planning and publicity files, correspondence, and memorabilia from the centennial year.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6548.0,2017-02-23T21:30:59,2017-02-23T21:30:59,2017-02-23T21:30:59,centennial-collection,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/centennial-collection/,,[],https://www.library.ucdavis.edu/ua-collection/centennial-collection/,Centennial Collection,"Planning and publicity files, correspondence, and memorabilia from the centennial year.","The University of California, Davis celebrated its  centennial during 2008-2009.",AR-144,4,linear feet,2008-2009,Events and Celebrations,,,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6548'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6548'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6548'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
284,ark:/13030/c8cc126m/,Collection materials in English.,,Quarter Century Club Minutes,"University of California, Davis. Library",AR-169,,1939-1989,,"The Quarter Century Club, whose members have been affiliated with the Davis campus for twenty five years or more, was organized in 1939. This small collection contains the club&#39;s meeting minutes from 1939-1989 as well as several clippings that feature the club.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.4 linear feet,,,,,,,,,,,,,,,6581.0,2017-02-23T21:31:02,2017-04-24T14:31:46,2017-04-24T21:31:46,quarter-century-club-minutes,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/quarter-century-club-minutes/,,[],https://www.library.ucdavis.edu/ua-collection/quarter-century-club-minutes/,Quarter Century Club Minutes,This small collection contains the club's meeting minutes from 1939-1989 as well as several clippings that feature the club.,"The Quarter Century Club, whose members have been affiliated with the Davis campus for twenty five years or more, was organized in 1939.",AR-169,0.4,linear feet,1939-1898.,Student and UCD Community Organizations,http://www.oac.cdlib.org/findaid/ark:/13030/c8cc126m/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6581'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6581'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6581'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
294,ark:/13030/c8cr60jz/,English,"University of California, Davis General Library, University Archives",UC Davis Personnel Manuals,"University of California, Davis. Office of the Chancellor",AR-193,2 linear feet,1991-2005,,"The collection includes non-current copies of the University of California, Davis Academic Personnel Manual and the University of California, Davis Policy and Procedure Manual.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,25569.0,2018-01-12T18:43:32,2018-01-12T10:43:32,2018-01-12T18:43:32,personnel-manuals,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/personnel-manuals/,,[],https://www.library.ucdavis.edu/?post_type=ua-collection&#038;p=25569,Personnel Manuals,"The collection includes non-current copies of the University of California, Davis Academic Personnel Manual and the University of California, Davis Policy and Procedure Manual. ",,AR-193,2,linear feet,1991-2005.,,,,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/25569'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=25569'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=25569'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
297,ark:/13030/c8cz37xq/,Collection materials in English.,,Institute of Governmental Affairs Collection,"University of California, Davis. Institute of Governmental Affairs",AR-041,20 linear feet,1962-2009,,"The Institute of Governmental Affairs (IGA), founded in 1962, supports social science research, graduate student training, public affairs programming, and outreach activities at UC Davis. The majority of the collection is a clipping file maintained by IGA from 1971-1987 on the following areas: Davis/Yolo County, Sacramento City/County, and the California State Government. The collection also contains publications produced by IGA and the Agricultural History Center.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,101 linear feet,,,,,,,,,,,,,,,6569.0,2017-02-23T21:31:01,2017-04-25T10:20:34,2017-04-25T17:20:34,institute-of-governmental-affairs-collection,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/institute-of-governmental-affairs-collection/,,[],https://www.library.ucdavis.edu/ua-collection/institute-of-governmental-affairs-collection/,Institute of Governmental Affairs Collection,"The majority of the collection is a clipping file maintained by IGA from 1971-1987 on the following areas: Davis/Yolo County, Sacramento City/County, and the California State Government. The collection also contains publications produced by IGA and the Agricultural History Center.","The Institute of Governmental Affairs (IGA), founded in 1962, supports social science research, graduate student training, public affairs programming, and outreach activities at UC Davis",AR-041,101,linear feet,1962-2009.,Vice Chancellor for Research,http://www.oac.cdlib.org/findaid/ark:/13030/c8cz37xq/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6569'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6569'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6569'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
299,ark:/13030/c8d2243p/,English,"University of California, Davis Library, University Archives",Department of Food Science and Technology Records,"University of California, Davis. Food Science &amp; Technology Department",AR-131,32.1 linear feet,1925-2005,,"With origins rooted in the University of California Berkeley&#39;s Division of Viticulture and Enology, the Department of Food Science was initially established in 1919 as a division of fruit products after the Volstead Act prohibited commercial wine-making. The collection includes syllabi, lecture notes, department correspondence, photographs, and realia.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6563.0,2017-02-23T21:31:00,2017-02-23T21:31:00,2017-02-23T21:31:00,food-science-technology-department-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/food-science-technology-department-records/,,[],https://www.library.ucdavis.edu/ua-collection/food-science-technology-department-records/,Food Science &#038; Technology Department Records,"Syllabi, lecture notes, department correspondence, and photographs.","With origins rooted in the University of California Berkeleyâ€™s Division of Viticulture and Enology, the Department of Food Science was initially established in 1919 as a division of fruit products after the Volstead Act prohibited commercial wine-making. While studies in viticulture continued at Davis, the fruit products unit at Berkeley turned its focus toward processing fruit juices and identifying optimal techniques for canning, drying, and otherwise utilizing fruits for consumption. In 1951, the renamed Division of Food Technology moved from Berkeley to Davis.",AR-131,20,linear feet,1914-2005.,College of Agriculture and Environmental Sciences,,,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6563'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6563'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6563'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
301,ark:/13030/c8d50sk3/,English,"University of California, Davis General Library, University Archives",UC Davis Retirees&#39; Association Records,UCD Retirees&#39; Association,AR-192,0.5 linear feet,1984-2016,,"The UC Davis Retirees&#39; Association records include by-laws, minutes, budgets, reports, brochures, and newsletters.","Physical location: Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6582.0,2017-02-23T21:31:02,2017-04-24T14:28:11,2017-04-24T21:28:11,retirees-association-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/retirees-association-records/,,[],https://www.library.ucdavis.edu/ua-collection/retirees-association-records/,Retirees&#8217; Association Records,"By-laws, minutes, budgets, reports, brochures, and newsletters.","Founded in 1989, the Retirees' Association advocates for retiree benefits, awards scholarships, and works to strengthen the UC Davis retiree community through educational and social programs.",AR-192,0.5,linear feet,1984-2016.,Academic Senate,http://www.oac.cdlib.org/findaid/ark:/13030/c8d50sk3/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6582'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6582'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6582'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
306,ark:/13030/c8db8786/,English,"University of California, Davis Library, University Archives",Memorial Union Services Collection,"University of California, Davis",AR-152,2 linear feet,1921-2002,,Material related to the fundraising campaign of the UC Davis Student Memorial Union project. Also included is a logbook from West Hall which contains the minutes and records of student meetings held between 1921-1930.,"Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6573.0,2017-02-23T21:31:01,2017-02-23T21:31:01,2017-02-23T21:31:01,memorial-union-services,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/memorial-union-services/,,[],https://www.library.ucdavis.edu/ua-collection/memorial-union-services/,Memorial Union Services,Material related to the fundraising campaign of the UC Davis Student Memorial Union project. Also included is a logbook from West Hall which contains the minutes and records of student meetings held between 1921-1930.,,AR-152,2,linear feet,1921-1962.,Vice Chancellor for Student Affairs,,,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6573'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6573'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6573'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
310,ark:/13030/c8df6xks/,English,"University of California, Davis Library, University Archives",Picnic Day Collection,"University of California, Davis. Library",AR-075,6.2 linear feet,1909-2017,,"Picnic Day, the University of California, Davis annual Open House, has been a tradition on campus since 1909. Collection includes programs, newspaper clippings, and memorabilia from the University of California, Davis Picnic Day celebrations.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6580.0,2017-02-23T21:31:02,2017-02-23T21:31:02,2017-02-23T21:31:02,picnic-day-collection,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/picnic-day-collection/,,[],https://www.library.ucdavis.edu/ua-collection/picnic-day-collection/,Picnic Day Collection,"Programs, newspaper clippings, and memorabilia from the University of California, Davis Picnic Day celebrations.",,AR-075,4.8,linear feet,1909-[ongoing],Events and Celebrations,,,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6580'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6580'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6580'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
328,ark:/13030/c8f47qns/,Collection materials in English.,,California Club of the University of California; Davis Chapter Records,University of California (System). California Club. Davis Chapter,AR-207,,1950-1969,,"The California Club, an honorary service club founded in 1934, brought student leaders of all University of California campuses together. This small collection contains materials from the Davis chapter of the club including the club&#39;s constitution, correspondence, conference materials, and song books.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,1 linear foot,,,,,,,,,,,,,,,6545.0,2017-02-23T21:30:59,2017-05-02T14:50:57,2017-05-02T21:50:57,california-club-of-the-university-of-california-davis-chapter-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/california-club-of-the-university-of-california-davis-chapter-records/,,[],https://www.library.ucdavis.edu/ua-collection/california-club-of-the-university-of-california-davis-chapter-records/,California Club of the University of California; Davis Chapter Records,"This small collection contains materials from the Davis chapter of the club including the club's constitution, correspondence, conference materials, and song books.","The California Club, an honorary service club founded in 1934, brought student leaders of all University of California campuses together.",AR-207,,linear feet,1950-1969.,Student and UCD Community Organizations,http://www.oac.cdlib.org/findaid/ark:/13030/c8f47qns/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6545'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6545'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6545'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
330,ark:/13030/c8f47vm0/,English,"University of California, Davis. Library, University Archives","College of Agricultural and Environmental Sciences, Undergraduate Program Review Subcommittee Records","University of California, Davis. College of Agricultural and Environmental Sciences. Undergraduate Program Review Subcommittee",AR-121,13 linear feet,1975-2005,,Reviews of the undergraduate majors in the College of Agricultural and Environmental Sciences.,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6552.0,2017-02-23T21:31:00,2017-02-23T21:31:00,2017-02-23T21:31:00,college-of-agricultural-and-environmental-sciences-undergraduate-program-review-subcommittee-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/college-of-agricultural-and-environmental-sciences-undergraduate-program-review-subcommittee-records/,,[],https://www.library.ucdavis.edu/ua-collection/college-of-agricultural-and-environmental-sciences-undergraduate-program-review-subcommittee-records/,"College of Agricultural and Environmental Sciences, Undergraduate Program Review Subcommittee records",Reviews of the undergraduate majors in the college.,,AR-121,10,linear feet,1975-1995.,College of Agriculture and Environmental Sciences,,,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6552'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6552'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6552'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
332,ark:/13030/c8fb57kd/,English,"University of California, Davis Library, University Archives",Neil Michel Axiom Photograph Collection,"Michel, Neil",AR-195,6.2 MB,1991-2008,,,"Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6575.0,2017-02-23T21:31:01,2017-04-25T10:45:32,2017-04-25T17:45:32,neil-michelaxiom-photograph-collection,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/neil-michelaxiom-photograph-collection/,,[],https://www.library.ucdavis.edu/ua-collection/neil-michelaxiom-photograph-collection/,Neil Michel/Axiom Photograph Collection,"The collection includes photographs taken for the California Aggie, Dateline, and UC Davis Magazine, as well as photography for alumni events, development events, and several colleges and programs.","Neil Michel, co-owner of Axiom, was the principal freelance photographer for UC Davis from 1991-2008, covering campus events and promotional photography needs.",AR-195,10,linear feet,1991-2008.,Vice Chancellor for University Relations,http://www.oac.cdlib.org/findaid/ark:/13030/c8fb57kd/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6575'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6575'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6575'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
333,ark:/13030/c8fb57rn/,English,"University of California, Davis General Library, University Archives","Office of the Vice Chancellor and CFO - Finance, Operations, and Administration Records","University of California, Davis. Office of Administrative and Resource Management",AR-051,160.1 linear feet,1936-2010,,"The Office of the Vice Chancellor and CFO - Finance, Operations, and Administration oversees campus planning, facilities, and safety as well as campus finance and resource management. This office was formerly known as the Office of Resource Management and Planning (ORMP) and as the Office of Planning and Budget. The collection includes budgets and financial statements, long range development plans, and environmental impact reports","Researchers should contact Special Collections to request collections, as many are stored offsite",,,,,,,,,,,,,,,,,,6595.0,2017-02-23T21:31:03,2017-02-23T21:31:03,2017-02-23T21:31:03,vice-chancellor-cfo-finance-operations-administration-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/vice-chancellor-cfo-finance-operations-administration-records/,,[],https://www.library.ucdavis.edu/ua-collection/vice-chancellor-cfo-finance-operations-administration-records/,"Vice Chancellor &#038; CFO &#8211; Finance, Operations &#038; Administration Records","Budgets and financial statements, long range development plans, and environmental impact reports.",,AR-051,151,linear feet,1948-[ongoing],Vice Chancellor for Resource Management and Planning,,,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6595'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6595'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6595'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
344,ark:/13030/c8g1662v/,English,"University of California, Davis General Library, University Archives",Cal Aggie Marching Band Collection,California Aggie Marching Band,AR-150,9.8 linear feet,1968-2007,,"Includes correspondence, office files, video cassettes, photographs, realia, and survey worksheets.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6543.0,2017-02-23T21:30:59,2017-02-23T21:30:59,2017-02-23T21:30:59,cal-aggie-marching-band,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/cal-aggie-marching-band/,,[],https://www.library.ucdavis.edu/ua-collection/cal-aggie-marching-band/,Cal Aggie Marching Band,"Correspondence, office files, video cassettes, photos, realia, survey worksheets.",,AR-150,7,linear feet,1958-1999.,Student and UCD Community Organizations,,,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6543'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6543'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6543'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
355,ark:/13030/c8gh9kgr/,Collection materials in English.,,Antique Mechanics Club Records,"University of California, Davis. Antique Mechanics Club",AR-010,,1964-1991,,"The Antique Mechanics Club, a student group established in 1971, collects, restores, and displays vintage agricultural equipment, focusing mostly on tractors. The collection contains correspondence, newspaper clippings, and files relating to the history of the Antique Mechanics organization on the UC Davis campus.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,1 linear foot,,,,,,,,,,,,,,,6537.0,2017-02-23T21:30:59,2017-05-02T14:24:12,2017-05-02T21:24:12,antique-mechanics-club-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/antique-mechanics-club-records/,,[],https://www.library.ucdavis.edu/ua-collection/antique-mechanics-club-records/,Antique Mechanics Club Records,"Correspondence, newspaper clippings, and files relating to the history of the Antique Mechanics organization on the UC Davis campus. ","The Antique Mechanics Club, a student group established in 1971, collects, restores, and displays vintage agricultural equipment, focusing mostly on tractors.",AR-010,2,linear feet,1964-1991.,Student and UCD Community Organizations,http://www.oac.cdlib.org/findaid/ark:/13030/c8gh9kgr/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6537'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6537'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6537'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
361,ark:/13030/c8gt5pmc/,Collection materials in English.,,Golden Hoof Club Records,"University of California, Davis. Golden Hoof Club",AR-082,,1920-1968,,"The Golden Hoof Club was organized in April 1920 by students who were interested in livestock industries. This small collection contains the club&#39;s by-laws, correspondence, transcripts of two speeches, and newspaper clippings.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.4 linear feet,,,,,,,,,,,,,,,6567.0,2017-02-23T21:31:01,2017-04-25T10:42:15,2017-04-25T17:42:15,golden-hoof-club,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/golden-hoof-club/,,[],https://www.library.ucdavis.edu/ua-collection/golden-hoof-club/,Golden Hoof Club,"This small collection contains the club's by-laws, correspondence, transcripts of two speeches, and newspaper clippings.",,AR-082,0.4,linear feet,1920-1968.,Student and UCD Community Organizations,http://www.oac.cdlib.org/findaid/ark:/13030/c8gt5pmc/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6567'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6567'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6567'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
364,ark:/13030/c8gt5sw6/,English,"University of California, Davis General Library, University Archives",Putah-Cache Bioregion Project Records,Putah Cache Bioregion Project,AR-149,8 linear feet,1993-2007,,"Collection contains correspondence, publications, minutes, and syllabi related to the Putah-Cache Bioregion Project.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,26332.0,2018-02-13T22:30:20,2018-02-13T14:30:20,2018-02-13T22:30:20,putah-cache-bioregion-project-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/putah-cache-bioregion-project-records/,,[],https://www.library.ucdavis.edu/?post_type=ua-collection&#038;p=26332,Putah-Cache Bioregion Project Records,"orrespondence, publications, minutes, and syllabi related to the project.",The UC Davis Putah-Cache Bioregion Project is a set of interdisciplinary research and educational activities centered on the Putah and Cache Creek watersheds. ,AR-149,8 ,linear feet,1993-2007.,,http://www.oac.cdlib.org/findaid/ark:/13030/c8gt5sw6/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/26332'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=26332'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=26332'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
